,user_id,birthday,gender,auction_id,category_2,category_1,buy_mount,day,age_days
0,2757,2013-03-11,1,17429550751,50010555,50008168,1,2013-04-10,30
1,415971,2012-11-11,0,20854308837,50010548,50008168,1,2013-01-28,78
2,1372572,2012-01-30,1,16915013171,50008845,28,1,2013-03-27,422
3,10339332,2011-09-10,0,13174075495,50001732,50014815,1,2014-05-26,989
4,10642245,2013-02-13,0,14109039851,50006843,38,1,2013-06-17,124
5,10923201,2011-08-30,1,19166868327,50013636,50008168,1,2014-03-28,941
6,11768880,2012-01-07,1,19025967309,50012364,122650008,1,2013-04-11,460
7,12519465,2013-07-05,1,18981655392,50018831,50014815,1,2013-09-10,67
8,12950574,2009-07-08,0,37840677938,50012474,28,3,2014-06-10,1798
9,13735440,2012-03-23,0,18163455793,211122,38,6,2013-12-19,636
10,14510892,2014-08-12,1,35241818543,203527,28,1,2013-11-22,-263
11,14905422,2011-04-29,1,40739265133,50234023,50014815,1,2015-02-05,1378
12,15786531,2008-09-22,0,40445341453,50010557,50008168,1,2014-08-28,2166
13,16265490,2009-12-09,0,9497763160,50006602,50008168,2,2013-04-09,1217
14,17431245,2011-01-15,0,9757291856,50016116,38,1,2012-11-11,666
15,18190851,2011-01-01,0,17092246580,50014129,28,2,2013-03-31,820
16,20087991,2010-08-08,0,37848480268,50016706,50022520,1,2014-06-01,1393
17,20570454,2008-10-17,1,5764432116,211122,38,4,2012-11-24,1499
18,21137271,2011-02-04,1,17691567559,50013636,50008168,1,2012-11-22,657
19,21415917,2006-08-01,1,16866228043,50013636,50008168,2,2012-08-08,2199
20,21887268,2010-05-26,0,35498150675,50006602,50008168,2,2013-12-16,1300
21,22602471,2009-06-01,1,37335072772,50016102,28,1,2015-01-01,2040
22,23208537,2008-04-16,1,12897458131,50013636,50008168,1,2013-01-20,1740
23,23927133,2008-10-29,0,9566799856,50016243,28,1,2013-01-21,1545
24,24829944,2014-08-26,1,15098657498,50011819,50022520,2,2014-09-20,25
25,25807593,2014-11-22,1,14593091524,50026459,50022520,5,2014-07-22,-123
26,26629842,2013-11-24,0,41721177698,50010544,50008168,1,2014-12-12,383
27,27213666,2008-04-13,0,19661743129,50013207,50008168,1,2013-06-29,1903
29,31235454,2011-03-19,0,16674140540,50013207,50008168,1,2014-10-07,1298
31,33062883,2010-08-14,1,37219507191,50013207,50008168,1,2014-05-09,1364
32,34582044,2012-11-01,0,43428724709,50010538,50008168,1,2015-01-11,801
33,34911780,2010-03-02,1,16873424587,50016240,50014815,2,2012-08-13,895
34,35831517,2011-07-08,0,39512885303,50011993,28,1,2014-12-30,1271
35,37273026,2012-02-12,1,5450218363,50018854,38,6,2013-11-05,632
36,38061660,2011-12-03,1,19866862313,50010549,50008168,1,2013-11-11,709
37,40305507,2011-10-17,1,36380970504,50013636,50008168,1,2013-12-13,788
38,41643429,2014-03-22,1,12715037736,50024627,28,1,2014-10-10,202
39,42687654,2009-05-15,1,36544264727,50010538,50008168,1,2014-01-06,1697
40,43241697,2012-05-12,0,19671833975,50012367,122650008,1,2014-02-13,642
41,44716356,2013-02-11,0,36207455567,50012474,28,1,2014-04-27,440
42,46013049,2014-04-08,1,40782358000,50023792,28,1,2014-09-23,168
43,46951908,2009-12-17,1,21763132643,50023536,28,1,2014-08-29,1716
44,47742510,2014-07-27,0,13518730030,121398035,50022520,1,2014-10-19,84
45,48655521,2011-01-01,0,35017672642,50023661,28,1,2013-11-27,1061
46,49167150,2013-08-18,2,74054275,50009550,50014815,1,2013-10-31,74
47,49983255,2014-02-06,2,42802840988,50010536,50008168,1,2014-12-09,306
48,50238258,2010-12-06,1,24784096636,50018412,50014815,1,2013-05-14,890
49,51103674,2011-08-17,0,20437260826,50007140,28,1,2013-05-01,623
50,51880578,2011-01-07,0,25498040503,50023709,28,1,2013-08-07,943
51,52529655,2013-06-11,2,41700127609,50012363,122650008,1,2014-11-11,518
52,52744851,2012-08-22,1,17440629603,50010236,50014815,1,2013-04-01,222
53,53433471,2012-09-03,1,18443716949,251725,28,1,2013-06-17,287
54,54855720,2013-01-28,0,39635136808,50018436,50014815,2,2014-09-13,593
55,55875510,2012-08-03,0,37278421412,50013207,50008168,1,2014-02-21,567
56,56663970,2009-11-16,1,8007595536,50016034,28,1,2013-10-25,1439
57,57494340,2014-05-18,0,20062826101,50012456,50014815,10,2014-03-08,-71
58,57711375,2013-04-20,2,12917121510,50013175,28,1,2012-09-14,-218
59,58199199,2011-07-02,0,16436704905,211122,38,4,2012-10-16,472
60,58463787,2010-09-28,1,35348722557,203527,28,1,2013-10-26,1124
61,59069103,2006-04-13,0,10491058986,251725,28,1,2012-07-19,2289
62,59596068,2013-04-28,1,13044166016,50007011,50008168,1,2013-04-12,-16
63,60387171,2013-02-16,1,35323826536,50018831,50014815,1,2015-01-27,710
64,61079421,2013-05-01,1,18769969047,50014274,50014815,1,2013-08-03,94
65,61620681,2013-03-08,0,35055137651,50007011,50008168,1,2013-11-11,248
66,62879667,2011-12-05,0,35633055239,121394024,50008168,1,2014-12-12,1103
67,64343163,2010-01-23,1,26101924419,50012451,50008168,1,2013-07-05,1259
68,65312343,2009-06-27,1,27144848296,50012359,122650008,1,2013-11-27,1614
69,66248748,2012-09-08,0,14869136708,50012456,50014815,1,2012-07-14,-56
70,66755460,2011-03-07,1,6237968940,50010555,50008168,1,2014-03-02,1091
71,67443207,2008-01-01,0,18921322045,50012360,122650008,1,2013-08-02,2040
72,67985523,2012-07-13,0,20193534613,50014271,50014815,1,2014-01-02,538
73,69057729,2011-01-05,1,41329822560,50018831,50014815,1,2015-01-27,1483
74,69435486,2012-08-21,1,41564495005,50013636,50008168,1,2014-11-11,812
75,70069665,2010-04-15,0,15962074584,50007011,50008168,1,2012-12-12,972
76,70835010,2014-05-22,0,35202523813,50023591,50022520,1,2013-11-20,-183
77,71726532,2011-05-15,0,38898923007,121466023,50008168,1,2014-07-09,1151
78,72231900,2011-02-21,0,18192190705,251725,28,1,2014-04-26,1160
79,72746697,2014-02-22,1,37346822188,121394024,50008168,1,2014-08-17,176
80,73291425,2010-06-28,0,41088982319,50012365,122650008,1,2014-12-20,1636
81,74459175,2013-03-09,0,13155318835,50012564,50014815,5,2014-07-20,498
82,75343881,2012-02-25,0,17908085498,50013636,50008168,1,2013-04-13,413
83,75613245,2011-11-22,1,37880332798,50006602,50008168,1,2014-03-25,854
84,76580427,2012-03-07,1,25481540232,50014274,50014815,1,2013-06-07,457
85,77933013,2010-07-02,1,17958495541,50023790,28,1,2013-09-10,1166
86,78375309,2013-03-22,1,26632468078,50013636,50008168,1,2013-08-16,147
87,78962691,2013-02-18,0,37551736045,50012363,122650008,1,2014-06-04,471
88,80014536,2012-06-15,1,15046969968,50015969,50014815,1,2012-08-31,77
89,80512596,2013-02-08,0,36131873399,50012363,122650008,1,2014-02-20,377
90,81793389,2013-09-04,0,4192029603,50012396,50022520,1,2013-03-18,-170
91,82783545,2014-04-16,1,7654468248,50007011,50008168,2,2014-03-21,-26
92,83472357,2013-01-20,1,12555432766,50005982,50014815,1,2013-06-11,142
93,84835944,2011-10-08,0,9572765527,50018831,50014815,1,2012-10-08,366
94,86731623,2013-12-26,0,36255777443,50010557,50008168,1,2013-12-13,-13
95,87659835,2011-09-30,1,4600695918,50023732,28,1,2013-04-24,572
96,88290456,2009-01-18,0,17077213987,50010566,50008168,1,2013-04-23,1556
98,91177545,2010-02-03,0,38600977799,121466023,50008168,1,2014-10-29,1729
99,92116962,2012-05-26,1,14767143572,50014272,50014815,2,2012-10-10,137
100,93332442,2011-11-02,0,37317558555,50013207,50008168,1,2014-03-19,868
101,94472106,2009-11-05,0,20550040389,50013711,50008168,1,2012-12-24,1145
102,95428725,2012-03-31,0,25921288431,251725,28,1,2014-09-09,892
103,96476817,2012-08-13,0,16782984369,50010555,50008168,1,2013-02-17,188
104,97489185,2014-04-29,1,16568126633,50012245,50014815,3,2013-12-05,-145
105,98246781,2012-06-18,1,42687826427,50010544,50008168,1,2015-01-16,942
106,99665637,2013-09-26,2,40902072385,50006602,50008168,1,2014-12-05,435
108,105361095,2013-01-16,1,17973523949,50018831,50014815,1,2013-01-28,12
109,106828323,2014-02-01,0,19622521690,50012835,50014815,1,2014-06-15,134
111,111621945,2013-08-09,1,37405203875,50010558,50008168,1,2014-04-09,243
112,113243127,2011-02-26,0,19048924386,50024235,28,1,2013-06-05,830
113,114558810,2008-09-14,0,12254334853,50010236,50014815,1,2014-05-08,2062
114,115930791,2013-05-19,0,16001019378,50006602,50008168,1,2013-05-11,-8
115,116466705,2013-01-01,0,16949927732,50010549,50008168,1,2013-11-11,314
116,116466705,2013-01-01,0,37893437620,50010558,50008168,1,2014-03-29,452
117,118300134,2011-05-03,0,23594708318,50013636,50008168,1,2013-05-04,732
118,119784861,2012-03-27,0,20796936076,50140021,50008168,1,2012-11-29,247
119,123044613,2011-12-10,1,7686784451,50013076,28,1,2012-09-11,276
120,124527924,2011-09-30,1,9590124906,50013711,50008168,1,2012-10-18,384
121,126581934,2011-05-19,0,17509603102,50010544,50008168,1,2012-12-08,569
122,127931487,2012-07-03,0,16522031119,50013711,50008168,1,2012-08-03,31
123,130211481,2008-12-09,0,38840988377,121466023,50008168,2,2014-07-03,2032
124,131021484,2009-10-08,0,15647837835,50006602,50008168,1,2012-09-10,1068
125,132357204,2011-11-25,1,3331637994,50012777,50014815,1,2013-09-07,652
126,133595268,2011-09-19,1,22373364858,50023790,28,1,2013-04-27,586
127,136997100,2013-01-13,1,35447551022,50013636,50008168,1,2013-11-11,302
128,138180945,2008-09-28,0,18706404728,50014863,50014815,5,2014-05-15,2055
129,139924698,2012-01-17,1,37310042870,50012361,122650008,1,2014-05-26,860
130,141595593,2008-12-22,0,16902388198,50016243,28,1,2014-04-25,1950
131,143220732,2008-12-16,1,36614249895,50010542,50008168,1,2014-10-10,2124
133,151742451,2014-01-21,2,40040237715,50012838,50014815,1,2014-09-20,242
134,154930665,2011-02-18,0,27262968502,50006602,50008168,1,2013-10-09,964
135,155969997,2012-05-05,0,16983951706,50012451,50008168,1,2012-09-24,142
136,159129426,2010-08-25,0,15198386301,50013711,50008168,2,2012-08-08,714
137,163555902,2009-05-02,1,18350255057,50010544,50008168,1,2013-01-03,1342
138,166937481,2013-06-20,1,18246384723,50012244,50014815,1,2014-01-04,198
139,172453374,2013-02-06,1,17551736567,50013175,28,1,2013-04-05,58
141,180473754,2013-05-22,0,42171808031,121452026,28,1,2015-01-07,595
142,186418698,2012-01-18,1,9921844112,50001748,50014815,1,2014-03-24,796
143,188799366,2011-11-30,1,23990428301,50012451,50008168,1,2014-03-19,840
144,191156136,2013-04-15,0,22333639799,50012373,50022520,1,2013-10-16,184
145,196293483,2010-01-17,1,18654493396,50023670,28,1,2013-09-04,1326
146,197066280,2008-05-10,0,14829521668,50015841,28,2,2012-11-25,1660
147,198339735,2011-01-28,0,36717475719,50015146,28,1,2014-06-28,1247
148,199354107,2010-03-10,1,40204309209,50013207,50008168,1,2014-09-09,1644
149,201402855,2008-12-18,0,16743740350,50156020,50008168,1,2014-03-25,1923
150,211057395,2008-03-11,0,17690851568,50010557,50008168,1,2012-12-22,1747
151,219658557,2013-02-20,1,19143365121,50010536,50008168,1,2013-09-04,196
152,224653845,2011-11-14,1,21199179062,50012451,50008168,1,2013-09-22,678
153,229407174,2008-12-23,0,16630334492,50011993,28,1,2013-09-10,1722
154,235795692,2013-04-25,0,36648339381,50008875,28,1,2014-05-17,387
155,241837911,2012-12-25,0,20248930866,50011993,28,1,2013-10-20,299
156,250900287,2013-07-08,1,22915764719,50018202,38,6,2014-04-26,292
157,255635397,2013-06-07,1,21825255344,50018831,50014815,1,2014-10-18,498
158,260087412,2013-03-09,0,37438845897,50018831,50014815,1,2014-04-11,398
159,264579453,2014-05-12,0,14016642158,121540027,28,2,2014-11-26,198
161,272757969,2011-02-24,0,43352070226,50010544,50008168,1,2015-01-21,1427
162,275261625,2010-05-25,0,23062392785,50010558,50008168,1,2013-06-10,1112
163,276219687,2013-05-29,1,15654707348,50012564,50014815,1,2013-03-12,-78
164,277629531,2013-08-30,2,36579750374,50012437,50014815,15,2014-08-25,360
165,279722190,2009-03-18,0,15971432984,50012361,122650008,1,2014-02-25,1805
166,286307391,2011-10-09,0,12277146635,50004457,50014815,1,2012-11-25,413
167,292966044,2010-09-16,1,16981151324,50010549,50008168,1,2012-11-11,787
168,300931383,2013-12-19,0,37653352823,50010558,50008168,1,2014-03-26,97
169,305489040,2013-08-11,1,41627297374,50013636,50008168,1,2014-10-13,428
170,316263477,2011-07-17,1,20742820532,211122,38,1,2012-11-11,483
171,322204938,2013-06-26,0,17807792203,50023591,50022520,1,2013-02-09,-137
172,325759617,2010-08-12,1,18770494335,50023651,28,1,2014-03-14,1310
173,326454822,2009-04-03,1,37065186859,50012359,122650008,1,2014-03-11,1803
174,332182758,2012-07-14,1,14281728685,50006032,50022520,1,2012-12-21,160
175,338734269,2013-09-26,1,38898356938,50023663,28,1,2014-08-22,330
176,343603914,2013-02-25,1,13045695341,50015582,50022520,1,2013-02-17,-8
177,348109281,2010-02-08,1,13374569905,50013636,50008168,1,2012-12-06,1032
178,352463907,2011-04-02,0,38798532956,50012364,122650008,1,2014-05-18,1142
179,354804408,2013-03-27,0,3621425317,211122,38,4,2014-01-08,287
180,357851268,2012-06-21,1,22174892020,50023670,28,1,2013-08-02,407
181,359890617,2014-03-24,0,18621789997,50014828,50022520,1,2014-03-11,-13
182,360647838,2014-01-20,0,38913401898,50010555,50008168,1,2014-06-15,146
183,363164958,2014-12-29,0,16201007960,50228021,50014815,1,2014-12-13,-16
184,367595379,2010-09-23,1,24285048902,50012451,50008168,1,2014-02-27,1253
185,371646807,2014-09-15,1,40340954604,50010555,50008168,1,2014-12-27,103
186,373726419,2013-08-28,0,24033632962,50008727,50014815,1,2013-08-02,-26
187,378028878,2012-02-08,0,19285625410,50146022,50008168,1,2013-12-07,668
188,379910739,2011-02-26,0,12881672070,50012451,50008168,2,2012-09-04,556
189,384841734,2012-08-30,1,36809658862,50018436,50014815,1,2014-03-15,562
190,387079260,2013-10-18,1,20993659220,50012564,50014815,4,2014-05-02,196
191,389377821,2014-05-20,0,40477412693,50010555,50008168,1,2014-09-02,105
192,393226650,2013-04-25,1,14271509472,50014260,28,1,2012-09-27,-210
193,396311979,2011-09-26,1,38600911631,50013636,50008168,1,2014-05-20,967
194,403609077,2011-08-02,0,14566715416,50014129,28,1,2012-11-24,480
195,405674478,2012-10-28,1,26910624143,50013636,50008168,1,2013-09-07,314
196,408325776,2014-05-05,0,36329990892,50007011,50008168,1,2014-06-16,42
197,410161398,2007-05-06,1,21644451280,50010558,50008168,1,2013-08-09,2287
198,412025994,2013-04-02,1,37347696228,50023670,28,1,2014-06-21,445
199,414338337,2015-01-23,1,16510937165,50015727,50014815,1,2014-11-23,-61
200,419554296,2012-07-09,1,37829194505,50024153,28,1,2014-12-31,905
201,422641140,2012-08-20,1,16012394220,50007140,28,1,2012-09-27,38
202,426768576,2013-04-01,1,13569192180,121540027,28,1,2014-03-26,359
203,438010029,2012-08-07,1,23648236275,50012364,122650008,1,2013-05-04,270
204,442973445,2013-05-20,1,8949249584,50023663,28,1,2013-11-13,177
205,451100817,2011-07-24,1,12351340442,50012360,122650008,1,2012-09-01,405
206,460971987,2011-10-01,0,10082122933,50013881,28,1,2012-07-05,278
207,474782625,2014-07-15,1,12898343737,50013175,28,1,2014-10-09,86
208,478118517,2013-11-03,0,38737713594,50146022,50008168,1,2014-05-23,201
209,486503874,2012-09-10,1,16025509834,211122,38,1,2013-07-20,313
210,502828062,2011-10-17,1,9869585664,50012360,122650008,1,2013-10-05,719
211,515908401,2011-07-14,0,40106626875,50013207,50008168,1,2014-08-08,1121
212,528643545,2012-12-04,0,14497047720,50018854,38,1,2013-07-04,212
213,550066806,2013-11-01,1,16726290116,50006602,50008168,1,2014-01-03,63
214,573822792,2014-12-26,0,37065042003,50010236,50014815,1,2014-11-11,-45
215,581726208,2015-08-15,1,35529901024,50001732,50014815,1,2014-11-02,-286
216,592767759,2014-08-24,1,37471458146,121470030,50014815,1,2014-07-28,-27
217,602646492,2013-07-12,1,41909727679,50009550,50014815,1,2014-12-12,518
218,606024981,2014-03-26,0,21594983443,50013636,50008168,1,2013-10-09,-168
219,620090085,2014-09-08,1,35560674162,50016706,50022520,1,2014-04-10,-151
220,628378860,2012-08-16,0,16236503292,50013636,50008168,1,2014-09-25,770
221,633734925,2012-03-24,0,35723840617,50010236,50014815,1,2014-01-17,664
222,645596397,2013-02-20,0,20115324762,50010549,50008168,1,2012-11-30,-82
223,648024036,2011-07-30,1,38493052092,50023670,28,4,2014-12-12,1231
224,648783804,2007-06-09,0,35109818370,50006602,50008168,1,2013-10-15,2320
225,652992315,2008-12-31,0,38307835540,50010544,50008168,1,2014-11-11,2141
226,656871588,2011-09-05,1,14269854834,50006843,38,2,2012-08-26,356
227,660371928,2013-03-05,1,18402451663,50018436,50014815,1,2013-09-01,180
228,665216877,2014-02-26,0,41725198233,121450022,50008168,1,2014-12-04,281
229,669342381,2013-10-18,1,20398471742,50012474,28,1,2014-02-08,113
230,672591831,2014-08-07,1,37402797191,50013207,50008168,1,2014-02-26,-162
231,674462565,2013-10-28,1,24138424646,50012378,50022520,1,2013-05-09,-172
232,676404930,2014-12-15,1,19859302033,50013207,50008168,1,2014-03-08,-282
233,679878153,2013-09-27,0,17187307783,50013636,50008168,1,2014-08-06,313
234,682888656,2015-04-06,1,36846269941,50012462,50014815,1,2015-01-16,-80
235,686047242,2010-03-04,0,36781757986,50012361,122650008,2,2014-09-15,1656
236,690267186,2014-01-04,2,10633931857,50018831,50014815,3,2013-10-06,-90
237,693449541,2007-01-13,1,35676960895,50010544,50008168,1,2013-11-11,2494
240,707774847,2011-03-31,0,35505954971,121472022,50008168,1,2014-12-30,1370
241,712034589,2011-01-06,0,40105767828,50010542,50008168,1,2014-08-25,1327
242,714919791,2012-03-16,1,12605082527,50228021,50014815,1,2013-01-11,301
243,717297456,2013-06-12,1,18852684292,50008727,50014815,1,2013-10-18,128
244,718935048,2012-10-28,0,39660631632,50006100,28,1,2014-08-31,672
245,723397857,2011-09-17,0,16718273674,50012359,122650008,1,2014-10-08,1117
246,726334191,2010-02-25,1,18989305426,121472022,50008168,1,2014-12-26,1765
247,728180676,2010-12-12,0,39589756565,121408024,50008168,1,2014-11-26,1445
248,730302768,2011-03-30,1,14663445988,50006095,28,1,2012-09-23,543
249,732541962,2012-12-28,1,26523564056,50008875,28,1,2013-08-17,232
250,734958687,2012-09-16,1,17733994279,50012451,50008168,1,2013-11-11,421
251,737930496,2014-05-15,1,40405521372,50012431,50014815,1,2014-08-29,106
252,741473940,2014-07-23,1,20611304288,50016706,50022520,1,2014-07-18,-5
253,743631006,2013-02-24,1,13841405997,50007011,50008168,1,2013-03-28,32
254,746338356,2013-08-06,1,22783804746,50010236,50014815,1,2013-08-31,25
255,750833184,2010-11-04,0,37665648092,50010557,50008168,1,2014-04-23,1266
256,753852498,2013-10-11,0,26301384761,50012451,50008168,1,2013-10-09,-2
257,756621534,2014-10-16,1,40519345896,121394024,50008168,1,2014-12-03,48
258,758277216,2014-10-26,0,20740212544,50016706,50022520,1,2014-03-24,-216
259,761265678,2013-09-27,1,17004072939,50016704,50022520,1,2015-01-23,483
260,764418129,2012-10-12,1,17355245633,50012451,50008168,1,2013-03-23,162
261,766386444,2014-01-15,0,19978814543,50013176,28,1,2014-08-12,209
262,771232308,2010-04-15,0,27226684376,50010558,50008168,1,2013-09-26,1260
263,775276242,2011-02-01,0,37469217502,50012364,122650008,1,2014-04-16,1170
264,779336988,2010-03-10,1,19058008657,50012451,50008168,1,2012-09-07,912
265,785311611,2012-10-03,0,42426146535,50011993,28,1,2015-01-20,839
266,787693926,2008-12-26,1,16224279134,50013207,50008168,1,2013-03-31,1556
267,793020597,2012-04-27,0,20239214726,50013636,50008168,1,2013-12-04,586
268,798742650,2013-11-04,1,41758037377,50013636,50008168,1,2014-10-23,353
269,805018083,2012-10-06,1,16242741819,50013636,50008168,1,2014-01-08,459
270,809862801,2014-01-21,1,36251688391,50012475,28,1,2014-02-16,26
271,816959238,2012-06-21,0,22706648500,50018854,38,1,2013-05-04,317
272,824413527,2013-12-01,0,37679509075,50018436,50014815,1,2014-04-07,127
273,827639760,2014-01-01,0,19538803966,50012375,50022520,1,2013-06-17,-198
274,829440261,2013-12-18,0,41878489605,50018831,50014815,2,2014-12-02,349
275,838135776,2013-02-06,0,13419573116,50001732,50014815,1,2013-02-25,19
276,844344519,2012-02-10,1,16984049478,121540027,28,1,2014-10-23,986
277,848302497,2014-02-18,1,42258876583,50013636,50008168,1,2014-12-12,297
278,849430227,2014-06-19,0,22604419844,50006602,50008168,2,2013-12-11,-190
279,859624068,2011-08-24,1,15421138219,50013207,50008168,1,2012-09-24,397
280,870668820,2014-02-11,1,9390785457,50006520,50014815,6,2014-11-25,287
281,874621830,2010-12-20,1,26692404101,50012359,122650008,1,2013-11-25,1071
282,883158198,2013-06-10,1,22487867606,50010542,50008168,1,2013-10-09,121
284,902549448,2013-06-15,2,43321064835,50023668,28,1,2015-01-14,578
285,914074800,2014-02-19,2,12846555012,50013187,28,1,2014-07-01,132
286,925964568,2009-03-30,1,37303254540,121424027,50008168,1,2014-05-19,1876
287,1017818160,2011-10-20,0,9305940795,50013881,28,5,2013-11-30,772
288,1033466085,2012-04-11,0,19526078410,50012364,122650008,1,2013-10-04,541
289,1040350341,2014-06-28,0,19644870678,50023591,50022520,1,2014-02-24,-124
290,1045319175,2011-02-09,1,41777738478,50010544,50008168,1,2014-10-29,1358
291,1049355963,2012-07-02,0,3846280641,50012366,122650008,1,2012-12-12,163
292,1055336274,2012-04-29,1,23259420393,50013636,50008168,1,2013-04-25,361
293,1060518588,2013-08-15,2,38695879533,50023789,28,1,2014-07-21,340
294,1075810191,2014-07-18,1,36581146577,50002682,50022520,1,2014-02-23,-145
295,1083497049,2014-08-15,0,16934951160,50026467,50022520,1,2014-03-13,-155
296,1089343761,2013-12-05,0,41449997544,50013636,50008168,1,2014-10-09,308
297,1100388114,2014-10-11,0,35479583288,50018831,50014815,1,2014-01-08,-276
298,1113460719,2013-05-04,0,12821052238,50014744,50014815,2,2013-04-17,-17
299,1125759387,2014-08-11,1,37203897505,50008856,28,1,2014-04-07,-126
300,1132472679,2014-10-30,0,35324195853,50018831,50014815,1,2015-01-31,93
301,1593516816,2009-06-18,1,25170396249,50023660,28,1,2013-05-25,1437
302,1635059595,2007-09-19,1,20012148622,50013636,50008168,1,2014-04-17,2402
303,1643805171,2014-05-09,1,37802896330,121394024,50008168,1,2014-09-01,115
304,1658032434,2012-10-22,1,26426216668,50009547,50014815,1,2014-01-10,445
305,1672630998,2014-03-02,1,36962807964,50006602,50008168,3,2014-03-25,23
306,1692582408,2012-07-12,0,41266340079,50010558,50008168,1,2014-12-13,884
307,1706543412,2011-01-05,1,15719276440,50012451,50008168,2,2013-06-05,882
308,1730315664,2012-06-29,0,13155318835,50012564,50014815,5,2015-02-05,951
309,1766969850,2013-06-13,0,41161458583,50013636,50008168,1,2014-09-21,465
311,1817973372,2012-02-23,1,15283087345,50016454,28,1,2014-08-03,892
312,1834895775,2009-05-15,0,43246645145,50010544,50008168,1,2015-01-02,2058
313,1858557399,2014-11-15,1,15918599107,50026465,50022520,1,2014-03-18,-242
314,1911445233,2012-04-30,1,38373903143,50013711,50008168,2,2014-04-19,719
315,1944471144,2013-08-19,1,37068018309,50018820,38,1,2014-05-07,261
