user_id,birthday,gender
2757,20130311,1
415971,20121111,0
1372572,20120130,1
10339332,20110910,0
10642245,20130213,0
10923201,20110830,1
11768880,20120107,1
12519465,20130705,1
12950574,20090708,0
13735440,20120323,0
14510892,20140812,1
14905422,20110429,1
15786531,20080922,0
16265490,20091209,0
17431245,20110115,0
18190851,20110101,0
20087991,20100808,0
20570454,20081017,1
21137271,20110204,1
21415917,20060801,1
21887268,20100526,0
22602471,20090601,1
23208537,20080416,1
23927133,20081029,0
24829944,20140826,1
25807593,20141122,1
26629842,20131124,0
27213666,20080413,0
30595206,20070918,0
31235454,20110319,0
31795068,20071124,0
33062883,20100814,1
34582044,20121101,0
34911780,20100302,1
35831517,20110708,0
37273026,20120212,1
38061660,20111203,1
40305507,20111017,1
41643429,20140322,1
42687654,20090515,1
43241697,20120512,0
44716356,20130211,0
46013049,20140408,1
46951908,20091217,1
47742510,20140727,0
48655521,20110101,0
49167150,20130818,2
49983255,20140206,2
50238258,20101206,1
51103674,20110817,0
51880578,20110107,0
52529655,20130611,2
52744851,20120822,1
53433471,20120903,1
54855720,20130128,0
55875510,20120803,0
56663970,20091116,1
57494340,20140518,0
57711375,20130420,2
58199199,20110702,0
58463787,20100928,1
59069103,20060413,0
59596068,20130428,1
60387171,20130216,1
61079421,20130501,1
61620681,20130308,0
62879667,20111205,0
64343163,20100123,1
65312343,20090627,1
66248748,20120908,0
66755460,20110307,1
67443207,20080101,0
67985523,20120713,0
69057729,20110105,1
69435486,20120821,1
70069665,20100415,0
70835010,20140522,0
71726532,20110515,0
72231900,20110221,0
72746697,20140222,1
73291425,20100628,0
74459175,20130309,0
75343881,20120225,0
75613245,20111122,1
76580427,20120307,1
77933013,20100702,1
78375309,20130322,1
78962691,20130218,0
80014536,20120615,1
80512596,20130208,0
81793389,20130904,0
82783545,20140416,1
83472357,20130120,1
84835944,20111008,0
86731623,20131226,0
87659835,20110930,1
88290456,20090118,0
89520261,19840616,0
91177545,20100203,0
92116962,20120526,1
93332442,20111102,0
94472106,20091105,0
95428725,20120331,0
96476817,20120813,0
97489185,20140429,1
98246781,20120618,1
99665637,20130926,2
102088293,20130525,1
105361095,20130116,1
106828323,20140201,0
109404219,20070409,0
111621945,20130809,1
113243127,20110226,0
114558810,20080914,0
115930791,20130519,0
116466705,20130101,0
118300134,20110503,0
119784861,20120327,0
123044613,20111210,1
124527924,20110930,1
126581934,20110519,0
127931487,20120703,0
130211481,20081209,0
131021484,20091008,0
132357204,20111125,1
133595268,20110919,1
136997100,20130113,1
138180945,20080928,0
139924698,20120117,1
141595593,20081222,0
143220732,20081216,1
150404943,20050618,0
151742451,20140121,2
154930665,20110218,0
155969997,20120505,0
159129426,20100825,0
163555902,20090502,1
166937481,20130620,1
172453374,20130206,1
174880005,20070910,0
180473754,20130522,0
186418698,20120118,1
188799366,20111130,1
191156136,20130415,0
196293483,20100117,1
197066280,20080510,0
198339735,20110128,0
199354107,20100310,1
201402855,20081218,0
211057395,20080311,0
219658557,20130220,1
224653845,20111114,1
229407174,20081223,0
235795692,20130425,0
241837911,20121225,0
250900287,20130708,1
255635397,20130607,1
260087412,20130309,0
264579453,20140512,0
267910347,20071121,0
272757969,20110224,0
275261625,20100525,0
276219687,20130529,1
277629531,20130830,2
279722190,20090318,0
286307391,20111009,0
292966044,20100916,1
300931383,20131219,0
305489040,20130811,1
316263477,20110717,1
322204938,20130626,0
325759617,20100812,1
326454822,20090403,1
332182758,20120714,1
338734269,20130926,1
343603914,20130225,1
348109281,20100208,1
352463907,20110402,0
354804408,20130327,0
357851268,20120621,1
359890617,20140324,0
360647838,20140120,0
363164958,20141229,0
367595379,20100923,1
371646807,20140915,1
373726419,20130828,0
378028878,20120208,0
379910739,20110226,0
384841734,20120830,1
387079260,20131018,1
389377821,20140520,0
393226650,20130425,1
396311979,20110926,1
403609077,20110802,0
405674478,20121028,1
408325776,20140505,0
410161398,20070506,1
412025994,20130402,1
414338337,20150123,1
419554296,20120709,1
422641140,20120820,1
426768576,20130401,1
438010029,20120807,1
442973445,20130520,1
451100817,20110724,1
460971987,20111001,0
474782625,20140715,1
478118517,20131103,0
486503874,20120910,1
502828062,20111017,1
515908401,20110714,0
528643545,20121204,0
550066806,20131101,1
573822792,20141226,0
581726208,20150815,1
592767759,20140824,1
602646492,20130712,1
606024981,20140326,0
620090085,20140908,1
628378860,20120816,0
633734925,20120324,0
645596397,20130220,0
648024036,20110730,1
648783804,20070609,0
652992315,20081231,0
656871588,20110905,1
660371928,20130305,1
665216877,20140226,0
669342381,20131018,1
672591831,20140807,1
674462565,20131028,1
676404930,20141215,1
679878153,20130927,0
682888656,20150406,1
686047242,20100304,0
690267186,20140104,2
693449541,20070113,1
698867133,20140925,0
705109899,20150318,0
707774847,20110331,0
712034589,20110106,0
714919791,20120316,1
717297456,20130612,1
718935048,20121028,0
723397857,20110917,0
726334191,20100225,1
728180676,20101212,0
730302768,20110330,1
732541962,20121228,1
734958687,20120916,1
737930496,20140515,1
741473940,20140723,1
743631006,20130224,1
746338356,20130806,1
750833184,20101104,0
753852498,20131011,0
756621534,20141016,1
758277216,20141026,0
761265678,20130927,1
764418129,20121012,1
766386444,20140115,0
771232308,20100415,0
775276242,20110201,0
779336988,20100310,1
785311611,20121003,0
787693926,20081226,1
793020597,20120427,0
798742650,20131104,1
805018083,20121006,1
809862801,20140121,1
816959238,20120621,0
824413527,20131201,0
827639760,20140101,0
829440261,20131218,0
838135776,20130206,0
844344519,20120210,1
848302497,20140218,1
849430227,20140619,0
859624068,20110824,1
870668820,20140211,1
874621830,20101220,1
883158198,20130610,1
886997790,20141130,0
902549448,20130615,2
914074800,20140219,2
925964568,20090330,1
1017818160,20111020,0
1033466085,20120411,0
1040350341,20140628,0
1045319175,20110209,1
1049355963,20120702,0
1055336274,20120429,1
1060518588,20130815,2
1075810191,20140718,1
1083497049,20140815,0
1089343761,20131205,0
1100388114,20141011,0
1113460719,20130504,0
1125759387,20140811,1
1132472679,20141030,0
1593516816,20090618,1
1635059595,20070919,1
1643805171,20140509,1
1658032434,20121022,1
1672630998,20140302,1
1692582408,20120712,0
1706543412,20110105,1
1730315664,20120629,0
1766969850,20130613,0
1783121841,20040323,0
1817973372,20120223,1
1834895775,20090515,0
1858557399,20141115,1
1911445233,20120430,1
1944471144,20130819,1
1990421511,20141021,0
2062636887,20150315,1
2118737046,20140411,1
2230873305,20120201,0
2298687186,20121009,1
330830,20091007,0
645557,20120207,0
1567601,20120707,0
10502300,20120504,0
11461439,20130307,1
12155387,20090805,1
12576056,20110611,0
13101455,20110819,0
13802003,20111022,1
14342858,20110207,0
14785577,20080820,0
16031078,20120325,0
16992440,20120516,0
17830874,20130927,2
21185033,20060407,1
22337360,20040912,0
22775189,20120419,0
23256752,20120712,1
23779676,20100109,1
24466085,20110903,0
25176194,20140913,1
26184254,20121221,0
27488537,20090616,0
31036295,20120205,1
32802731,20051130,0
33702305,20130318,0
34296803,20090414,0
35497496,20091020,1
36134771,20141117,1
37050995,20121022,0
37613228,20120321,0
38060393,20110801,1
39712478,20130212,0
40183850,20120611,1
41338352,20080130,0
42558014,20100704,0
44253932,20100113,1
45661628,20131015,1
46577846,20120518,0
47342027,20101008,1
47737028,20120320,1
48419732,20100409,0
48922355,20110715,0
49561550,20130604,1
50168231,20090428,0
51150884,20081129,1
51598634,20110612,0
52404311,20100924,1
52971251,20130617,0
53538638,20131106,1
54451652,20100602,0
54925736,20130428,0
55867871,20120623,1
56736746,20121105,1
57970535,20130114,1
58244867,20101015,1
58666247,20140307,0
59441576,20100223,1
60290489,20091101,0
61127135,20120317,1
61526102,20110523,0
62380766,20120313,1
62789705,20131111,0
63437351,20121015,0
63741599,20110324,0
65079983,20130804,1
65651861,20111124,1
66569606,20120123,1
67170281,20120612,1
67555313,20070601,0
68067107,20121114,1
69203525,20100123,1
69841787,20140725,0
71850476,20120513,1
72088976,20141106,1
72875105,20120802,0
73973378,20120404,0
75104744,20140315,1
76076096,20140428,1
77723093,20131221,0
78613406,20071104,1
79823567,20140409,1
81094748,20090323,0
82248938,20141230,0
83744798,20120805,1
84725909,20090918,0
85189793,20090313,1
86967455,20070805,0
88830644,20140325,1
89800466,20110331,0
91156811,20120525,0
92192666,20110922,0
93083084,20131211,0
94577459,20120706,0
95849627,20061223,0
98425070,20140127,1
101415002,20120315,0
104211743,20130219,0
108083003,20141206,1
110798294,20120923,0
112842020,20101125,0
113554421,20100909,0
115248467,20130418,1
116573081,20121113,0
119127104,20110820,1
121722809,20140601,1
124333754,20140323,1
125703503,20120725,0
127104347,20120424,0
129162752,20101113,0
130263794,20100429,0
131325713,20110429,0
132383393,20150315,0
133647926,20130925,1
135519929,20120226,1
136451900,20121018,0
137364326,20101112,0
138121253,20110303,1
139879121,20040622,1
140860418,20131202,0
142427984,20110721,0
143808779,20101001,1
150096824,20140928,0
150330797,20120404,0
150795260,20121121,1
154492646,20111113,1
155835737,20140615,1
157720562,20140831,0
159041066,20120723,1
160688669,20110915,1
163954748,20130616,0
167910527,20121121,0
171219494,20131109,0
175524797,20090516,0
180332213,20091203,0
183827816,20110430,0
186849644,20101115,1
188600174,20140121,1
191039747,20140709,0
195018770,20141109,0
198772898,20141115,0
200491949,20131106,1
210263456,20120907,0
213455117,20150702,0
220079966,20100808,0
224292962,20121213,1
229463294,20130707,0
243205895,20140702,0
249709718,20131120,1
259538915,20120423,0
264008927,20120325,0
266966105,20081013,1
269267507,20121120,1
274379633,20140627,1
276246305,20101010,0
277357538,20120616,0
279787751,20130914,1
282788237,20101206,1
287230352,20090316,1
290360210,20131029,0
294750833,20130730,1
299196791,20140331,0
306716492,20150301,1
321506990,20130213,0
324693962,20140219,0
338773232,20120807,1
347068613,20141120,0
350099492,20080622,0
352890947,20101201,0
356049284,20090715,0
358097309,20130915,1
359601689,20111215,0
363147332,20090129,1
367656020,20061113,1
369616040,20141005,0
370606430,20130604,0
373105196,20140103,1
376448732,20060307,1
377473718,20111226,1
378871709,20120223,1
381275366,20130709,0
385135931,20141104,0
388415192,20090918,1
392508254,20090809,0
394567091,20081016,0
398312015,20140623,1
404254046,20090111,0
406935827,20131230,1
408499766,20140919,0
411194666,20140717,0
414883979,20080327,0
418692116,20140602,1
425087423,20111123,1
437556506,20110928,0
441486929,20121128,1
447609368,20111115,1
466369304,20130802,1
476002223,20120817,0
486110123,20140602,0
504804896,20100220,0
506946641,20130418,0
511889597,20111106,1
525892484,20130619,1
545936732,20060810,0
552289829,20081223,0
571159301,20110720,1
593517038,20120626,1
603123248,20131121,0
606918860,20120627,0
614946692,20140611,1
631917779,20121023,1
642755513,20131026,0
644854097,20140318,0
646222766,20100228,0
648241169,20131005,0
650723936,20141006,0
653290859,20070820,1
659749250,20121015,0
664236959,20120726,0
667774265,20131010,0
672265151,20121128,0
674451014,20110115,0
675728690,20101115,0
678827114,20130119,0
685332320,20120223,0
689783888,20140304,0
692815952,20130714,1
697241495,20100517,0
702647816,20140322,1
706851515,20070817,0
711496874,20111025,0
718858754,20111015,1
722440556,20141003,1
723449270,20101003,0
726045779,20120904,0
728844788,20140527,0
733070564,20141217,1
738243947,20140522,1
743394056,20101125,0
745559711,20130217,1
748181531,20140722,1
751654337,20080927,1
757254614,20090528,0
759253421,20140227,0
760737575,20150306,1
763368008,20140830,1
767800373,20120608,0
771449207,20140622,0
775425752,20140830,1
779743331,20130912,1
783771062,20121005,0
786904109,20130422,1
789872417,20090805,0
795355691,20110709,0
797916383,20130418,0
800173649,20130720,0
807555311,20140213,1
810566789,20140318,1
812347802,20130319,0
816914951,20140928,0
818864954,20140713,1
824754611,20121108,0
829213583,20131110,0
834999974,20141130,1
841216238,20130505,0
849873788,20140519,0
854553317,20140119,0
864297971,20130309,0
867290915,20070207,0
877873688,20130610,0
882909923,20120516,1
889878950,20130901,0
894103508,20141021,0
898630655,20121102,1
910140800,20130302,0
918918455,20081022,0
929425316,20110912,0
1020368066,20100601,1
1023634940,20111228,0
1033551143,20130812,0
1040314082,20120422,1
1045498739,20130926,1
1050126413,20140518,0
1055473418,20101103,1
1062425612,20120902,0
1069860359,20130508,0
1076986436,20120320,0
1081341647,20141209,1
1091263211,20130413,0
1108310267,20131002,1
1124076737,20121013,0
1134007073,20131231,2
1589292035,20110605,1
1630379975,20140402,0
1641457379,20131226,1
1656319652,20150108,1
1671080225,20140309,0
1684502624,20110525,1
1709476961,20130106,0
1743387086,20121013,0
1771335722,20120808,1
1793514014,20130625,0
1822398971,20130508,0
1844317769,20140626,0
1850552006,20140125,1
1869728066,20130721,1
1887892514,20091210,0
1924473311,20140416,0
1942584506,20140405,1
1978481429,20130829,1
2020687907,20120704,0
2067426839,20150301,1
2104818212,20140327,0
2176939646,20140110,1
2214580556,20121201,1
2262837380,20110914,0
2391404843,20140916,1
243385,20110710,0
929851,20110403,0
10405255,20120214,0
11503702,20120826,1
12631429,20130408,1
13503298,20120928,0
13848376,20140821,1
14304064,20100601,1
15108904,20121214,1
16033918,20131024,2
17289460,20101211,1
18382012,20090530,1
20451388,20120129,1
20995405,20111114,0
21647086,20090314,0
21838963,20140310,0
22733878,20090116,1
23086954,20111008,0
24079156,20101231,1
25526539,20140309,1
26188351,20100329,0
27595882,20100329,1
30438040,20031017,0
31465015,20120601,1
32418211,20090929,1
32950783,20131025,0
33580636,20110102,0
35009662,20121124,1
35832151,20090401,1
36789289,20130611,0
38130097,20140127,1
39645715,20130122,1
40216027,20110124,0
42092374,20150117,1
43270534,20140410,1
44732791,20110828,0
45002392,20131212,2
45797590,20130818,1
46239667,20110916,1
47138383,20101221,0
47836546,20120901,0
48621253,20130125,1
49008121,20110310,0
49551046,20150419,0
49997797,20090816,1
50839954,20110811,0
51587524,20090202,1
52313002,20060415,0
53224585,20110603,0
53917099,20110921,0
54366478,20101210,1
55069180,20140807,0
55522687,20131215,1
56340436,20080106,1
56819773,20080812,1
57613642,20130720,0
58386865,20130319,1
58846126,20140525,0
59265016,20130215,1
60392074,20130321,1
61588159,20130813,0
62395309,20111212,1
63157165,20110809,1
64093162,20100816,1
64581913,20130827,2
65935243,20060616,1
66738967,20041109,0
67828543,20121227,1
69106930,20100601,0
69889555,20101111,0
70231555,20120223,0
71241931,20110831,1
72341311,20140406,0
72555454,20120302,1
73927336,20111015,1
75200815,20131114,0
75758080,20120302,0
76472818,20120425,1
77164222,20150129,1
78135508,20111105,1
78923188,20021205,0
80273467,20150125,2
82413736,20110920,0
83359531,20110205,1
83942488,20100621,1
84547855,20070808,0
84890647,20130228,1
85390387,20030909,0
85942387,20121226,0
86828233,20080121,0
87526273,20101101,0
88718614,20091010,1
89781118,20130112,1
90961714,20120210,0
92590396,20120717,1
95793571,20131010,0
97496056,20111117,0
99519637,20140806,0
101254996,20130717,2
102571912,20101116,0
106735420,20130709,1
107865814,20120620,1
108344071,20100704,1
109907629,20100218,1
111794341,20100902,1
112175464,20140101,0
113093326,20121126,1
115378612,20140412,2
117002455,20110425,0
118942006,20120929,1
120971704,20110624,0
124613323,20110420,1
125840215,20110502,0
127451512,20121212,0
128693368,20100720,0
129972565,20110122,0
131802832,20120405,1
133546192,20130707,2
134536342,20120521,0
136517419,20120712,1
138548893,20140627,0
139491685,20120503,1
141263038,20111128,1
141999400,20120817,1
144253378,20131021,2
152076304,20080819,0
153843973,20080224,1
156156175,20130824,2
156942952,20131227,0
161512438,20130304,0
165283246,20131104,1
168252385,20130127,1
169596502,20150218,1
173329093,20130615,0
178032355,20130510,1
183137017,20071105,0
185178295,20140813,1
188785717,20110617,0
191994688,20130319,1
195510961,20120116,1
197411149,20100429,0
198627397,20130617,2
200849884,20060113,1
204505282,20101006,0
207508450,20120220,1
217491793,20130210,0
223475170,20051218,1
240345601,20130413,1
248962105,20130726,0
253581310,20140411,0
257521582,20140505,1
260092225,20111005,1
262823764,20120913,1
264839494,20070729,0
270377458,20120402,0
274099870,20140831,0
275987542,20140103,1
276632530,20120716,1
279185110,20070816,1
280347691,20130406,0
283250293,20130613,1
290538796,20110520,1
293128525,20130306,1
296255521,20120915,0
300031861,20140105,0
306544399,20121104,1
310635877,20130321,0
321329368,20070428,0
325249615,20110103,0
330386953,20110210,0
339355276,20130831,1
345134125,20130118,0
346883797,20120328,0
350100046,20110509,0
353221225,20110813,0
355762297,20090923,0
359840716,20090120,0
363860560,20140216,2
366240547,20091106,0
369840982,20130309,1
371636266,20131204,0
376464964,20140824,0
377550424,20110620,1
381387022,20130401,1
383735470,20110819,0
385231417,20111122,1
389326420,20130717,0
393380275,20100209,0
397468855,20140804,1
401026519,20110320,0
403168768,20131217,0
406365709,20130608,0
410823343,20110326,1
411347539,20120904,1
416284711,20130324,0
423008263,20120812,1
430319227,20110615,0
441460285,20131023,1
444309931,20100810,0
445949008,20141009,1
460727512,20090722,0
468484747,20110531,1
479631961,20110725,0
488469409,20140809,1
504846829,20131024,1
509990590,20140404,1
513441334,20110105,1
517793335,20110710,1
530044678,20080101,0
549274183,20120928,0
559247716,20121020,1
576767101,20130601,1
593315800,20120923,1
604714141,20140805,1
609791410,20140220,1
628367479,20120126,1
638926978,20150108,1
643563115,20110808,1
647746339,20130207,1
649346959,20130427,0
651493549,20111108,1
655834471,20120403,0
658919521,20131014,0
664444918,20110927,1
669302326,20100406,0
672166297,20131024,1
674478679,20140201,1
675579268,20130916,0
678340978,20140825,1
682354444,20140605,1
685810741,20130322,1
687066529,20110511,1
688809898,20120804,0
691470382,20130407,0
694874554,20121122,0
697526248,20150115,1
701712529,20150402,1
703730908,20100502,0
705498556,20121004,0
709021222,20121101,1
711528325,20101114,1
713724745,20100424,0
721803445,20080808,0
725520721,20111208,1
729828346,20130107,1
735319921,20121001,1
740015689,20130926,0
746105695,20130627,1
750087385,20150215,0
752822677,20130226,1
755743741,20140717,0
761730076,20080209,0
769346515,20140502,1
771784864,20120824,0
775584118,20121023,0
779107498,20090928,0
783992038,20080723,1
785043910,20130530,0
790148926,20140827,1
794000662,20140903,0
799287214,20120813,0
809244853,20150502,0
814243609,20130110,1
818761936,20131205,1
821089219,20140615,0
826835722,20140702,0
834678463,20140610,1
838547338,20121218,0
842436337,20111016,1
854053048,20110524,1
857559826,20131013,0
867476098,20130806,0
870525985,20140903,0
877518892,20140304,1
883771195,20120711,1
891736786,20120628,1
904942807,20101105,0
917524288,20110624,0
921137911,20140714,1
924007702,20091224,0
930683689,20131013,2
1017989581,20140804,1
1027969540,20130228,0
1038480421,20130208,1
1041892321,20120801,0
1052158519,20120329,0
1063363684,20141114,0
1070284684,20111229,0
1081311286,20131031,0
1087643545,20130629,1
1094274418,20130803,0
1103802043,20130301,1
1133628211,20120903,0
1577585731,20130321,0
1609674769,20140703,2
1635254677,20130123,1
1649930323,20101004,0
1671493753,20141222,1
1683328510,20130817,1
1702276954,20130821,1
1711109878,20120823,0
1720825303,20140721,0
1754594929,20140826,0
1812586633,20150309,0
1830529477,20130617,0
1836568285,20111123,0
1862594497,20100105,0
1890948217,20130917,0
1921509424,20130531,1
1973092345,20030303,0
1993235563,20140709,1
2020957900,20140430,0
2080304899,20100713,0
2114469016,20140416,0
2186831536,20140519,1
2254611367,20111031,0
